SCH Number,Lead Agency Name,Lead Agency Title,Lead Agency Acronym,Document Title,Document Type,Received,Posted,Document Description,Document Portal URL,Project Title,Contact Full Name,Contact Authority,Contact Job Title,Contact Email Address,Contact Address  1,Contact Address  2,Contact City,Contact State,Contact Zip Code,Contact Phone Number,Location Coordinates,Cities,Counties,County Clerks,Location Cross Streets,Location Zip Code,Location Total Acres,Location Parcel Number,Location State Highways,Location Waterways,Location Airports,NOC Has Non Late Comment,NOC State Review Start Date,NOC State Review End Date,NOC Development Type,NOC Local Action,NOC Project Issues,NOC Public Review Start Date,NOC Public Review End Date,NOE Exempt Status,NOE Exempt Citation,NOE Reasons for Exemption,NOD Agency,NOD Approved By Lead Agency,NOD Approved Date,NOD Significant Environmental Impact,NOD Environmental Impact Report Prepared,NOD Negative Declaration Prepared,NOD Other Document Type,NOD Mitigation Measures,NOD Mitigation Reporting Or Monitoring Plan,NOD Statement Of Overriding Considerations Adopted,NOD Findings Made Pursuant,NOD Final EIR Available Location
2023120722,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-012,NOD,7/17/2024,7/17/2024,"The proposed project involves construction and operation of a 1,227,596 square foot industrial/cold storage warehouse with 40,000 square feet of the building to be utilized for offices.  The proposed building would be tilt-up concrete construction with elements of insulated metal panels and would be approximately 50 feet in height. Other ancillary improvements would include road improvements along Avenue G and 30th Street West, lighting and utility improvements. The facility is anticipated to operate 24-hours per day. Access to the project site would be provided via two driveways along 30th Street West. The project would include a total of 415 trailer parking spaces and 564 passenger vehicle parking spaces. Of the 564 passenger vehicle spaces, 169 spaces would be electric vehicle ??V) parking spaces with 56 electrical charging stations installed, and 113 spaces would be made EV charging capable. The project would also include 28 bicycle parking spaces. Three detention basins are proposed, two to the east and one to the west of the building. Additionally, landscaping would be provided throughout the project site and around the perimeter of the site. 
The approximately 18-month construction is anticipated to begin in June 2024 and conclude by February 2026. Construction activities would occur from 7:00 a.m. to 8:00 p.m. Monday through Saturday. Construction activities would primarily include grading (including excavation for the detention basins), building construction, paving, and architectural coating. The project is expected to export 1,000 cubic yards of earthwork material during grading phase.
",https://ceqanet.opr.ca.gov/2023120722/3,Site Plan Review No. 23-012,Alisha O'Broen,Local Agency Formation Commission for the County of Los Angeles,Government Analyst,aobrien@lalafco.org,"80 S Lake Ave, Suite 870",,Pasadena,CA,91101,6262046500,,Lancaster,Los Angeles,Los Angeles,northeast corner of Avenue G and 30th Street West,,80,,"approximately 2,260 feet from SR",,,,,,,,,,,,,,City of Lancaster,Yes,7/10/2024,No,No,Yes,,Yes,Yes,No,Yes,"LAFCO, 80 South Lake Ave. Suite 870, Pasadena, CA 91101 "
2023060708,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-004,NOD,7/12/2024,7/12/2024,"The proposed project consists of the construction and operation of a 647,756 square foot industrial/distribution warehouse on approximately 38 acres at the northeast comer of 45th Street West and Avenue G (see Figure 2). The proposed building would be centrally located within the project site, tilt-up concrete construction and approximately 50 feet in height. Most of the building would be utilized for storage and distribution purposes; however, up to 40,000 square feet of the proposed building would be utilized for office space. No cold or frozen storage would occur at this facility. Loading docks and trailer parking spaces would located on the north and south sides of the building. Employee and visitor parking would be located on the eastern and western sides of the building. A total of 94 loading dock spaces would be provided, evenly split between the two sides of the building; 48 loading docks would be installed with an additional 46 loading dock punch-outs available. 148 trailer parking spaces would be provided located near the loading dock areas. A total of 447 parking spaces would be provided for employees and visitors to the site. including 14 ADA spaces and 89 EV charging spaces along with 44 spaces for bicycle parking. Access to the project site would be from one driveway on A venue G at the southeast comer of the project site and two driveways located along 45th Street West. In addition to the building and parking on the site, landscaping would be provided throughout including in the employee parking lot and around the perimeter of the site. Enhanced landscaping will be provided along Avenue G to screen the loading docks from public view. Other improvements on the project site would include drainage basins, lighting, fencing, and utility improvements. Roof-top and battery storage would be installed to the extent feasible. Construction of the proposed project is anticipated to start in October 2023 and take approximately 12 months to complete ending in October 2024. Construction activities would occur Monday through Saturday, 7:00 a.m.to 8 p.m., with construction not occurring on Sundays and holidays. No import or export of material is anticipated during construction. The facility is anticipated to employ 242 individuals and could operate 24-hours per day",https://ceqanet.opr.ca.gov/2023060708/4,Site Plan Review No. 23-004,Paul A Novak,Local Agency Formation Commission for Los Angeles County,Executive Officer,pnovak@lalafco.org,80 South Lake Ave,suite 870,Pasadena,CA,91101,6262046500,,Lancaster,Los Angeles,Los Angeles,45th Street West and Avenue G,,,,,,,,,,,,,,,,,,Local Agency Formation Commission for Los Angeles County,No,7/10/2024,No,No,Yes,,Yes,Yes,No,No,https://lalafco.org/wp-content/uploads/documents/14-446%20CEQA.pdf
2024061199,"Lancaster, City of",City of Lancaster,,PWCP 23-021 2024 ANNUAL CONCRETE REPAIRS AND MAINTENANCE,NOE,6/27/2024,6/27/2024,"This project will include removing and replacing existing curb ramps, curb and gutter, cross gutters, spandrels, and sidewalk. The project may also include some root pruning, tree removals and minor irrigation system modifications, at various locations within the City of Lancaster. All work will be completed within existing right-of-way. Depth of excavations is expected to be less than 2 feet below existing grade and there will be no modifications to existing utilities other than adjustment of manhole cover and valve covers to final grade. Specific project locations are listed in the attached “Concrete Repair List”.",https://ceqanet.opr.ca.gov/2024061199,PWCP 23-021 2024 ANNUAL CONCRETE REPAIRS AND MAINTENANCE,Ashleigh Klein,City Of Lancaster,Tech,aklein@cityoflancasterca.gov,44933 Fern Ave,,Lancaster,CA,93534,6617235869,,Lancaster,Los Angeles,Los Angeles,Several Locations ,93534,Several Location,Several Locations ,14,Amarosa creek,n/a,,,,,,,,,Categorical Exemption,Class 1: Section 15301 Existing Facilities. Class 2: Section 15302 Replacement or Reconstruction ,The Proposed project includes improvements as stated above in the project. All work to occur within the existing developed & disturbed areas in existing right-of-way. The project would not expand the capacity of any of the roadways and no sensitive environmental resources are located adjacent to the project sites. ,,,,,,,,,,,,
2024061052,"Lancaster, City of",City of Lancaster,,PWCP 24-014 Municipal Stadium Renovation Project,NOE,6/25/2024,6/25/2024,"This Project irrcludes the conversion and renovation of the Lancaster Municipal Stadium (formerly
known as The Hanger) from a baseball stadium to a soccer stadium. The City will be renovating and
converting the 4,600-seat baseball stadium into a 5,300-seat soccer stadium. For a new United Soccer
League (USL) team.
Scope of Desi.gn Work Includes:
o Demolition of batting cages, dugouts, and portions of existing stadium seating
o Installation of modular standing bleachers and loge seats on the west and south wings of
stadium
o Installation of modular standing bleachers for the east side of the soccer field
o New Supporters Section standing terraces and canopy for the north side of the soccer field
o Conversion rf baseball infield to artificial turf soccer pitch
o Access around the field (pedestrian and vehicle)
o LED light upgrades
o Food truck area, berms, and access
o Upgrade to l-andscaping and Irrigation
o Excavation and site grading will be limited to depths of 6 feet or less. All construction
will occur within the existing stadium boundaries and existing disturbed right-of-way.",https://ceqanet.opr.ca.gov/2024061052,PWCP 24-014 Municipal Stadium Renovation Project,Ashleigh Klein,City of Lancaster,Technical Assistant,aklein@cityoflancasterca.gov,44933 Fern Ave ,,Lancaster ,CA,93534,6617235869,,Lancaster,Los Angeles,Los Angeles,Ave I and Valley Central ,93534,,"3153-015-941, 3153-015-940",14,Amargosa Creek ,N/A,,,,,,,,,Categorical Exemption,"Class 1, Section 15301, Existing Facilities; Class 2, Section 15302, Replacement or reconstruction","The proposed project involves removal and reconstruction of an existing facility. The use of building will not
change and there will be no additions or alterations to the layout of the building. The project site is not located
in an environmentally sensitive area, and there are no exceptions that exist such as cumulative impacts, scenic
highways, hazardous materials sites, etc., which would prevent the use of the exemption. All prevailing utilities
are current to serve existing building including the proposed upgrades.",,,,,,,,,,,,
2024061061,"Lancaster, City of",City of Lancaster,,2024 PMP Road Rehabilitation Project,NOE,6/25/2024,6/25/2024,"This project will include resurfacing existing streets at the locations listed below.
Resurfacing methods include ARHM milling and replacement, dig outs, and full depth replacement. All work will be completed within the existing developed and disturbed right-of-way. Depth of excavations are expected to be less than 6 feet below existing grade, and there will be no modifications to existing utilities other than adjustment of manhole cover and valve covers to final grade.
1– Ave K from Challenger Way to 20th St East
2– Ave J from 25th St W to 30th St W
3– Business Center Parkway from Ave K-8 to Ave L
4– 20th St West from Ave J-8 to Ave K
5– Avenue J from Challenger to 20th St East 6– 20th St East from Ave J to Lancaster Blvd.",https://ceqanet.opr.ca.gov/2024061061,2024 PMP Road Rehabilitation Project,Ashleigh Klein,City Of Lancaster,Technical Assistant ,aklein@cityoflancasterca.gov,44933 Fern Ave ,,Lancaster,CA,93534,6617235869,,Lancaster,Los Angeles,Los Angeles,Several Locations ,93534,,Several Locations ,14,Amarosa creek,n/a,,,,,,,,,Categorical Exemption,"Class 1; Section 15301 Existing Facilities, Class 2: Section 15302 Replacement or Reconstruction",The proposed project involves maintenance and repair of existing roadways. All work would occur within the existing developed and disturbed right-of-way. The project would not expand the capacity of any of the roadways and no sensitive environmental resources are located adjacent to the project.,,,,,,,,,,,,
2024061065,"Lancaster, City of",City of Lancaster,,PWCP 24-006 PMP - Preventative Maintenance Project,NOE,6/25/2024,6/25/2024,"This project will include resurfacing existing streets at the locations listed below.
Resurfacing methods include micro surfacing and thin maintenance overlay. All work will be completed within the existing developed and disturbed right-of-way. Depth of excavations are expected to be less than 1 feet below existing grade, and there will be no modifications to existing utilities other than adjustment of manhole cover and valve covers to final grade.
• 1 - Lancaster Blvd from 10th Street W to Division Street
• 2 - Ave I from 70th St W to 60th St W
• 3 - Carriage Lane / Pioneer Court from Division St to South End
• 4 - Neighborhood Bounded by Ave L to Ave L-4, from 30th St W to 27th St W.",https://ceqanet.opr.ca.gov/2024061065,PWCP 24-006 PMP - Preventative Maintenance Project,Ashleigh Klein,City Of Lancaster,Technical Assistant ,aklein@cityoflancasterca.gov,44933 Fern Ave,,Lancaster,CA,93534,6617235869,,Lancaster,Los Angeles,Los Angeles,Several Locations ,93534,Several Location,Several Locations ,California,Amarosa creek,n/a,,,,,,,,,Categorical Exemption,Class 1; Section 15301 Existing Facilities Class 2: Section 15302 Replacement or Reconstruction,The proposed project involves maintenance and repair of existing roadways. All work would occur within the existing developed and disturbed right-of-way. The project would not expand the capacity of any of the roadways and no sensitive environmental resources are located adjacent to the project.,,,,,,,,,,,,
2024060933,"Lancaster, City of",City of Lancaster,,Conditional Use Permit No 23-005,NOE,6/21/2024,6/21/2024,The proposed project involves the addition of indoor and outdoor entertainment at an existing bar. Indoor events could occur anytime during operating hours; outdoor events would be limited to twice a month on Fridays and Saturdays. 	,https://ceqanet.opr.ca.gov/2024060933,Conditional Use Permit No 23-005,Keri Colgrove,City of Lancaster,Senior Specialist ,kcolgrove@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,,Lancaster,Los Angeles,Los Angeles,"30th Street East, Avenue I",93535,.1,"3150-017-017, 3150-017-023",NA,NA,NA,,,,,,,,,Categorical Exemption,"Class 1, Section 15301, Existing Facilities","The proposed project involves the addition of indoor and outdoor entertainment at an existing bar. No expansion of the use beyond its existing footprint would occur and all existing structures on the project site would be legalized. These structures total less than 2,500 square feet. No exceptions to the exemption would occur. The project would not result in any cumulative or significant environmental effects, is not located along a scenic highway, is not located on a hazardous waste site, and is not considered a historical resource",,,,,,,,,,,,
2024040600,"Lancaster, City of",City of Lancaster,,Tentative Tract Map No. 67239,NOD,5/23/2024,5/23/2024,"The proposed project consists of a 32-lot single-family residential subdivision on approximately 20 acres on 35th Street West, North of Avenue M-8. The lots would range in size from 20,041 square feet to 32,225 square feet. Access to the subdivision would be provided from 35th Street West. The streets within the subdivision would be private.",https://ceqanet.opr.ca.gov/2024040600/2,Tentative Tract Map No. 67239,Kendall Brekke,"City of Lancaster, CA",Senior Planner,kbrekke@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236109,,Lancaster,Los Angeles,Los Angeles,35th Street West and Avenue M-8,93536,20.5,3111-001-063 and -088,,,,,,,,,,,,,,,"City of Lancaster, CA",Yes,5/20/2024,No,No,Yes,,Yes,Yes,No,Yes,https://www.cityoflancasterca.org/our-city/departments-services/development-services/planning/environmental-review/initial-studies
2023060708,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-004 (Streambed Alteration Agreement No. EPIMS-LAN-42609-R5),NOD,5/21/2024,5/21/2024,"The California Department of Fish and Wildlife (CDFW) has executed Streambed Alteration Agreement (EPIMS- LAN-42609-R5), pursuant to Fish and Game Code section 1602, to the project Applicant, NorthPoint Development, as represented by Chandler Elliott.

The project consists of the construction of a 647,000 square foot industrial/distribution warehouse and two debris basins on approximately 38 acres at the northeast corner of 45th Street West and Avenue G. The site is currently undeveloped, and the project will not involve demolition of any existing structures. The project will include removal of existing vegetation and miscellaneous debris within the project site. There are 1.77 acres of streams within the project site which will be completely graded and filled. These can be described as unvegetated clay pans or lakebeds. Impacts to the streams on site are a result of grading, clearing, grubbing, excavation, trenching, paving, soil compacting, filling, and construction of permanent structures.",https://ceqanet.opr.ca.gov/2023060708/3,Site Plan Review No. 23-004,Andrew Aitken,"California Department of Fish and Wildlife, South Coast Region",Environmental Scientist,Andrew.Aitken@wildlife.ca.gov,3883 Ruffin Road,,San Diego,CA,92123,5625259688,,Lancaster,Los Angeles,Los Angeles,See below "Other Location Info.",,,,,,,,,,,,,,,,,,CDFW,No,5/21/2024,No,No,Yes,,Yes,Yes,No,No,The Mitigated Negative Declaration prepared for the project is available to the general public at the office location listed above for the Lead Agency. CDFW’s record of project approval as a Responsible Agency is available at CDFW’s regional office.
2024050687,"Lancaster, City of",City of Lancaster,,Conditional Use Permit 23-020,MND,5/15/2024,,"The proposed project consists of the development of a 3.72-acre site into a commercial center which includes a 2,900 square-foot fast food drive-thru pad, a 3,600 square-foot car wash facility and an electrical vehicle (EV) charging facility (Figure 2). The EV charging facility would provide a total of 40 EV charging stations. The center would also include landscaped areas, trash enclosures for each use, and parking lot improvements.",https://ceqanet.opr.ca.gov/2024050687,Conditional Use Permit 23-020,Mitzi Alvarado,City of Lancaster,Planner,malvarado@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,34°39'33.59"N 118°8'54.18"W,Lancaster,Los Angeles,,10th Street West and Avenue L,93534,3.72,"3109-026-047, -048 and -049",California,N/A,N/A,Yes,5/15/2024,6/14/2024,Commercial,Use Permit,"Aesthetics, Air Quality, Biological Resources, Cultural Resources, Flood Plain/Flooding, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Mandatory Findings of Significance, Noise, Public Services, Transportation, Vegetation",5/15/2024,6/14/2024,,,,,,,,,,,,,,,
2024050417,"Lancaster, City of",City of Lancaster,,Director's Review No. 23-117,NOE,5/9/2024,5/9/2024,This application is for the retail sale of cannabis an existing cannabis manufacturing facility in the Heavy Industrial (HI) zone.,https://ceqanet.opr.ca.gov/2024050417,Director's Review No. 23-117,Kendall Brekke,"City of Lancaster, CA",Planner,kbrekke@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236109,,Lancaster,Los Angeles,Los Angeles,4th Street East and Avenue M,93535,.89,3126-018-044,SR-14,Amargosa Creek,Air Force Plant 42,,,,,,,,,Categorical Exemption,"Class 32, Section 15301, Existing Facilities","The proposed project involves the retail sale of cannabis within an existing cannabis manufacturing facility. Operations would occur within an existing building, and would not involve the construction of additional square footage. The proposed project does not constitute a substantial change and requires minor tenant improvements to the existing building. No environmental impacts would occur as a result of this project.",,,,,,,,,,,,
2024050344,"Lancaster, City of",City of Lancaster,,Director's Review No. 23-082,NOE,5/8/2024,5/8/2024,"The proposed project involves the construction of an 71,674 square-foot retail building with interior caretaker's residence on an existing developed 1.2-acre site in the Light lndustrial (Ll) zone. ",https://ceqanet.opr.ca.gov/2024050344,Director's Review No. 23-082,Kendall Brekke,"City of Lancaster, CA",Planner,kbrekke@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236109,,Lancaster,Los Angeles,Los Angeles,12th Street West and Avenue L-14,93534,1.2,3109-023-068,SR-14,Amargosa Creek,Air Force Plant 42,,,,,,,,,Categorical Exemption,"Class 32, Section 15332, Infill Development Projects","The proposed project involves the construction of an 71,674 square-foot retail building with interior caretaker's residence on an existing developed 1.2-acre site in the Light lndustrial (Ll) zone. The project is consistent with the applicable general plan designation and all applicable general plan policies as well as with applicable zoning designation and regulations. The project site is substantially surrounded by urban uses and has no value as habitat for endangered, rare, or threatened species. Approval of the project would not result in any significant effects relating to traffic, noise, air quality, or water quality. The site can be adequately served by all required utilities and public services.",,,,,,,,,,,,
2023120722,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-012,NOD,5/6/2024,5/6/2024,"The proposed project involves construction and operation of a 1,227,596 square foot industrial/cold storage warehouse with 40,000 square feet of the building to be utilized for offices. The proposed building would be tilt-up concrete construction with elements of insulated metal panels and would be approximately 50 feet in height. Other ancillary improvements would include road improvements along Avenue G and 30th Street West, lighting and utility improvements. The facility is anticipated to operate 24-hours per day. Access to the project site would be provided via two driveways along 30th Street West. The project would include a total of 415 trailer parking spaces and 564 passenger vehicle parking spaces. Of the 564 passenger vehicle spaces, 169 spaces would be electric vehicle (EV) parking spaces with 56 electrical charging stations installed, and 113 spaces would be made EV charging capable. The project would also include 28 bicycle parking spaces. Three detention basins are proposed, two to the east and one to the west of the building. Additionally, landscaping would be provided throughout the project site and around the perimeter of the site.
The approximately 18-month construction is anticipated to begin in June 2024 and conclude by February 2026. Construction activities would occur from 7:00 a.m. to 8:00 p.m. Monday through Saturday. Construction activities would primarily include grading (including excavation for the detention basins), building construction, paving, and architectural coating. The project is expected to export 1,000 cubic yards of earthwork material during grading phase.
",https://ceqanet.opr.ca.gov/2023120722/2,Site Plan Review No. 23-012,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Lancaster,Los Angeles,Los Angeles,"30th Street West, Avenue G",93536,80,"3114-010-002, 3114-010-003, 3114-010-011",14,Amargosa Creek ,General William J. Fox Airfield,,,,,,,,,,,,City of Lancaster,Yes,5/3/2024,No,No,Yes,,Yes,Yes,No,Yes,"www.cityoflancasterca.org; City of Lancaster, 44933 Fern Avenue, Lancaster, CA 93534"
2024050082,"Lancaster, City of",City of Lancaster,,Site Plan Review No. 23-002,MND,5/2/2024,,"The 35th Street and Avenue H Project (project) would include construction of an industrial warehouse building and associated improvements on 20.15 acres of vacant land within the existing Fox Field Industrial Corridor Specific Plan. The proposed project would provide 395,390 square feet of industrial/warehouse space and include associated improvements, such as loading docks, tractor-trailer stalls, passenger vehicle parking spaces, stormwater detention basins, and landscape area. There would be 10,000 square feet of office space on the ground floor. The building would have a maximum height of 35 feet, measured from the finished floor to the top of the building and would have a gross floor area ratio of 0.5. The project would include seven detention basins on site: one located on the southeast corner, one located on the northeast corner, and five located along the west portion of the project site to detain and treat stormwater runoff.
The project would include off-site improvements along 35th Street West and Avenue H, including frontage landscaping, pedestrian, and street lighting improvements. A variety of trees, shrubs, plants, and ground covers would be planted within the project frontage’s landscape setback area, as well as within the landscape areas found around the proposed industrial/warehouse buildings and throughout the project site. 
Access to the project site would be provided by two driveways: the Avenue H south driveway and the 35th Street West north driveway, both of which would provide full access (trucks and passenger vehicles). To facilitate adequate on-site circulation and sufficient site access for both passenger vehicles and trucks, as well as to ensure efficient off-site circulation on nearby roadway facilities, the project would include off-site improvements that include street improvements along the frontage of the project on Avenue H and 35th Street West, and improvements within 35th Street West.
A tenant for the project has not been identified and the industrial warehouse building is considered speculative. Business operations would be expected to be conducted within the enclosed building, with the exception of the ingressing and egressing of trucks and passenger vehicles accessing the site, passenger and truck parking, the loading and unloading of trailers within designated truck courts/loading areas, and the internal and external movement of materials around the project site via forklifts, pallet jacks, yard hostlers, and similar equipment. It is anticipated that the facilities would be operated 24 hours a day, seven days a week. Cold storage would not be permitted. 
",https://ceqanet.opr.ca.gov/2024050082,Site Plan Review No. 23-002,Jocelyn Swain,City of Lancaster,Senior Planner,jswain@cityoflancasterca.org,44933 Fern Ave ,,Lancaster ,CA,93534,6617236100,,Los Angeles,Los Angeles,,"35th Street West, Avenue H",93536,20.15,"3107-026-077, 3107-026-079",14,Amargosa Creek ,General William J. Fox Airfield,Yes,5/3/2024,6/3/2024,Industrial,Site Plan,"Air Quality, Biological Resources, Cultural Resources, Cumulative Effects, Energy, Geology/Soils, Greenhouse Gas Emissions, Hazards & Hazardous Materials, Hydrology/Water Quality, Mandatory Findings of Significance, Noise, Public Services, Transportation, Utilities/Service Systems, Vegetation",5/3/2024,6/3/2024,,,,,,,,,,,,,,,
2024040662,"Lancaster, City of",City of Lancaster,,Tentative Tract Map 83865,MND,4/15/2024,,"The proposed project consists of a subdivision of approximately 7.5 acres into 29 lots with 28 lots for single-family residences and with one lot for a detention basin. The lots range in size from 6,712 square feet to 12,309 square feet. Access into the subdivision would be provided from 33rd Street West. All the streets within the development would be public",https://ceqanet.opr.ca.gov/2024040662/2,Tentative Tract Map 83865,Mitzi Alvarado,City of Lancaster,Planner,malvarado@cityoflancasterca.gov,44933 Fern Avenue,,Lancaster,CA,93534,6617236100,34°41'18"N 118°11'22"W,Lancaster,Los Angeles,,32nd Street West and Avenue J,93536,7.5,"3153-017-022, -023 and -024",Antelope Valley 14 Fwy,N/A,N/A,No,4/16/2024,5/16/2024,Residential,"Land Division (Subdivision, etc.)","Aesthetics, Air Quality, Biological Resources, Cultural Resources, Flood Plain/Flooding, Geology/Soils, Hydrology/Water Quality, Land Use/Planning, Mandatory Findings of Significance, Noise, Public Services, Transportation, Vegetation",4/16/2024,5/16/2024,,,,,,,,,,,,,,,
